Year,Month,Day,Country,State,City,Latitude,Longitude,Specificity,Success,Attack,Target,Terrorist,Weapon,Killed,Wound,Property,Property Value,Ransom,Ransom Demand
1984,4,16,India,Punjab,Amritsar,31.633078,74.878288,1,1,Assassination,Religious Figures/Institutions,Unknown,Firearms,1,0,0,,0,
1984,4,17,India,Jammu and Kashmir,Bhela,33.315527,74.622476,2,1,Assassination,Private Citizens & Property,Sikh Extremists,Unknown,2,0,0,,0,
1984,4,17,India,Chandigarh,Chandigarh,30.733315,76.779418,1,1,Assassination,Private Citizens & Property,Sikh Extremists,Explosives,1,7,0,,0,
1984,4,19,India,Punjab,Unknown,31.147131,75.341218,4,1,Bombing/Explosion,Transportation,Sikh Extremists,Explosives,,,1,,0,
1984,4,19,India,Haryana,Ambala,30.378179,76.776697,1,1,Assassination,Police,Unknown,Firearms,2,0,0,,0,
1984,4,21,India,Unknown,Unknown,,,5,1,Assassination,Terrorists/Non-State Militia,Sikh Extremists,Unknown,1,0,0,,0,
1984,4,21,India,Unknown,Unknown,,,5,1,Facility/Infrastructure Attack,Transportation,Sikh Extremists,Incendiary,0,0,1,,0,
1984,4,22,India,Punjab,Jogiana,31.800654,75.788018,1,1,Assassination,Religious Figures/Institutions,Sikh Extremists,Firearms,1,3,0,,0,
1984,4,22,India,Himachal Pradesh,Amarkot,30.464581,77.640726,1,1,Armed Assault,Business,Sikh Extremists,Firearms,3,10,1,,0,
1984,4,23,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Military,Unknown,Melee,1,0,0,,0,
1984,4,23,India,Punjab,Firozpur,30.954424,74.612085,1,1,Unknown,Police,Unknown,Unknown,6,8,1,,0,
1984,4,24,India,Punjab,Unknown,31.147131,75.341218,4,1,Unknown,Police,Sikh Extremists,Unknown,2,,0,,0,
1984,4,24,India,Punjab,Amritsar,31.633078,74.878288,1,1,Assassination,Religious Figures/Institutions,Sikh Extremists,Melee,1,0,0,,0,
1984,4,26,India,Punjab,Amritsar,31.633078,74.878288,1,1,Assassination,Business,Sikh Extremists,Firearms,1,0,0,,0,
1984,4,26,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Business,Unknown,Firearms,1,0,0,,0,
1984,4,30,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Police,Sikh Extremists,Firearms,2,2,0,,0,
1984,5,1,India,Tripura,Unknown,23.940848,91.988153,4,1,Assassination,Police,Tripura National Volunteers (TNV),Firearms,3,0,0,,0,
1984,5,2,India,Punjab,Unknown,31.147131,75.341218,4,0,Assassination,Government (General),Unknown,Firearms,0,1,0,,0,
1984,5,5,India,Haryana,Unknown,29.058776,76.085601,4,0,Armed Assault,Transportation,Unknown,Firearms,0,0,0,,0,
1984,5,6,India,Punjab,Amritsar,31.633078,74.878288,1,1,Bombing/Explosion,Police,Sikh Extremists,Explosives,1,4,1,,0,
1984,5,7,India,Punjab,Ferozepur district,30.933135,74.622476,3,1,Assassination,Government (General),Sikh Extremists,Unknown,1,1,0,,0,
1984,5,10,India,Punjab,Amritsar,31.633078,74.878288,1,1,Assassination,Religious Figures/Institutions,Sikh Extremists,Firearms,1,0,0,,0,
1984,5,12,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Journalists & Media,Dishmish Regiment,Firearms,1,0,0,,0,
1984,5,13,India,Punjab,Unknown,31.147131,75.341218,4,1,Unknown,Transportation,Sikh Extremists,Unknown,1,5,1,,0,
1984,5,14,India,Unknown,Unknown,,,5,1,Bombing/Explosion,Business,Unknown,Explosives,3,0,1,,0,
1984,5,14,India,Punjab,Amritsar,31.633078,74.878288,1,1,Assassination,Religious Figures/Institutions,Unknown,Firearms,3,0,0,,0,
1984,5,18,India,Manipur,Unknown,24.663717,93.906269,4,0,Bombing/Explosion,Business,People's Liberation Army (India),Unknown,0,0,0,,0,
1984,5,18,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Religious Figures/Institutions,Dishmish Regiment,Firearms,1,0,0,,0,
1984,5,18,India,Punjab,Unknown,31.147131,75.341218,4,1,Facility/Infrastructure Attack,Private Citizens & Property,Dishmish Regiment,Incendiary,0,0,1,,0,
1984,5,20,India,Jammu and Kashmir,Jammu,32.726602,74.857026,1,0,Bombing/Explosion,Transportation,Unknown,Explosives,1,0,0,,0,
1984,5,20,India,Punjab,Unknown,31.147131,75.341218,4,0,Assassination,Government (General),Unknown,Firearms,0,1,0,,0,
1984,5,21,India,Punjab,Ferozepur,30.954424,74.612085,1,1,Assassination,Police,Unknown,Firearms,1,0,0,,0,
1984,5,21,India,Punjab,Mansa district,29.999507,75.393681,3,1,Assassination,Religious Figures/Institutions,Extremists,Unknown,1,0,0,,0,
1984,5,21,India,Punjab,Moga,30.81646,75.171709,1,1,Hijacking,Transportation,Sikh Extremists,Unknown,4,10,1,,0,
1984,5,22,India,Punjab,Amritsar,31.633078,74.878288,1,0,Bombing/Explosion,Police,Unknown,Explosives,0,2,0,,0,
1984,5,23,India,Punjab,Unknown,31.147131,75.341218,4,1,Armed Assault,Private Citizens & Property,Unknown,Firearms,3,4,1,,0,
1984,5,25,India,Punjab,Ferozepur,30.954424,74.612085,1,1,Assassination,Government (General),Sikh Extremists,Firearms,1,0,0,,0,
1984,5,29,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Military,Sikh Extremists,Vehicle,2,0,0,,0,
1984,5,29,India,Punjab,Unknown,31.147131,75.341218,4,1,Facility/Infrastructure Attack,Government (General),Sikh Extremists,Incendiary,0,0,1,,0,
1984,5,29,India,Punjab,Unknown,31.147131,75.341218,4,0,Bombing/Explosion,Transportation,Sikh Extremists,Explosives,0,0,0,0,0,
1984,5,30,India,Punjab,Amritsar,31.633078,74.878288,1,1,Assassination,Government (General),Unknown,Firearms,2,0,0,,0,
1984,5,30,India,Punjab,Tarn Taran,31.448943,74.925262,1,1,Assassination,Police,Unknown,Firearms,2,0,0,,0,
1984,5,30,India,Punjab,Batala,31.8186,75.2028,1,1,Armed Assault,Private Citizens & Property,Unknown,Firearms,0,2,1,,0,
1984,6,1,India,Punjab,Dhariwal,31.958504,75.323245,1,1,Armed Assault,Religious Figures/Institutions,Unknown,Firearms,4,8,1,,0,
1984,6,2,India,Punjab,Patiala district,30.34,76.38,3,1,Assassination,Private Citizens & Property,Unknown,Unknown,3,0,0,,0,
1984,6,2,India,Punjab,Hoshiarpur,31.524624,75.905947,1,1,Assassination,Government (General),Unknown,Unknown,1,0,0,,0,
1984,6,2,India,Punjab,Lakhuwal,31.558333,75.294722,1,1,Assassination,Private Citizens & Property,Sikh Extremists,Firearms,1,0,0,,0,
1984,6,2,India,Punjab,Khanewal,29.886653,76.019607,1,1,Assassination,Private Citizens & Property,Sikh Extremists,Firearms,1,0,0,,0,
1984,6,15,India,Assam,Tezpur,26.652846,92.792524,1,1,Bombing/Explosion,Business,Unknown,Explosives,1,21,1,,0,
1984,6,15,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Religious Figures/Institutions,Sikh Extremists,Melee,1,0,0,,0,
1984,6,16,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Government (General),Sikh Extremists,Firearms,1,0,0,,0,
1984,6,21,India,Haryana,Unknown,29.058776,76.085601,4,1,Bombing/Explosion,Business,Unknown,Unknown,0,3,1,,0,
1984,6,24,India,Punjab,Gurdaspur,32.040763,75.401886,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,1,2,1,,0,
1984,6,24,India,Assam,Sootea,26.736229,93.046353,1,1,Assassination,Police,Unknown,Unknown,0,3,1,,0,
1984,6,24,India,Assam,Tezpur,26.652846,92.792524,1,1,Bombing/Explosion,Transportation,Unknown,Explosives,0,0,1,,0,
1984,6,24,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Religious Figures/Institutions,Unknown,Melee,1,0,0,,0,
1984,6,24,India,Punjab,Batala,31.8186,75.2028,1,1,Assassination,Private Citizens & Property,Unknown,Firearms,3,0,0,,0,
1984,6,27,India,Assam,Tezpur,26.652846,92.792524,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,,21,1,,0,
1984,7,5,India,Unknown,Unknown,,,5,1,Hijacking,Airports & Aircraft,All India Sikh Students Federation (AISSF),Firearms,0,2,0,,1,25000000
1984,7,21,India,Unknown,Unknown,,,5,1,Facility/Infrastructure Attack,Unknown,Unknown,Sabotage Equipment,0,0,1,,0,
1984,7,21,India,Punjab,Ludhiana district,30.900965,75.857276,3,0,Unknown,Police,Sikh Extremists,Unknown,1,0,1,,0,
1984,8,2,India,Tamil Nadu,Chennai,13.08268,80.270718,1,1,Bombing/Explosion,Airports & Aircraft,Unknown,Explosives,31,19,1,,0,
1984,8,8,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Private Citizens & Property,Sikh Extremists,Firearms,1,0,0,,0,
1984,8,10,India,Karnataka,Unknown,15.317278,75.713889,4,0,Hijacking,Airports & Aircraft,Unknown,Explosives,0,0,0,,0,
1984,8,24,India,Unknown,Unknown,,,5,1,Hijacking,Airports & Aircraft,Sikh Extremists,Melee,0,0,0,,1,0
1984,9,0,India,Unknown,Unknown,,,5,1,Armed Assault,Business,Sikh Extremists,Melee,,45,1,,0,
1984,9,5,India,Tripura,Subaisingh,23.940848,91.988153,2,1,Armed Assault,Transportation,Tripura National Volunteers (TNV),Melee,3,25,1,,0,
1984,9,12,India,Punjab,Jalandhar,31.326015,75.576183,1,1,Bombing/Explosion,Business,Sikh Extremists,Explosives,2,15,1,,0,
1984,9,12,India,Punjab,Batala,31.8186,75.2028,1,1,Hijacking,Transportation,Sikh Extremists,Firearms,14,0,0,,0,
1984,10,4,India,Punjab,Amritsar,31.633078,74.878288,1,1,Bombing/Explosion,Private Citizens & Property,Sikh Extremists,Explosives,0,3,1,,0,
1984,10,25,India,Delhi,Delhi,28.690073,77.213982,1,1,Bombing/Explosion,Business,Unknown,Explosives,0,18,1,,0,
1984,10,31,India,Delhi,New Delhi,28.585836,77.153336,1,1,Assassination,Government (General),Sikh Extremists,Firearms,1,0,0,,0,
1984,11,27,India,Maharashtra,Bombay,19.075984,72.877656,1,1,Assassination,Government (General),Revolutionary Organization of Socialist Muslims,Firearms,1,0,0,,0,
1984,12,8,India,Manipur,Imphal,24.798346,93.94043,1,0,Assassination,Government (General),National Socialist Council of Nagaland,Unknown,0,0,0,,0,
1984,12,8,India,Unknown,Nalavdar,,,5,1,Bombing/Explosion,Police,Extremists,Explosives,1,2,1,,0,
1985,2,3,India,Punjab,Bathinda district,30.210994,74.945475,3,1,Unknown,Religious Figures/Institutions,Unknown,Unknown,6,0,1,,0,
1985,2,5,India,Tripura,Unknown,23.940848,91.988153,4,1,Assassination,Private Citizens & Property,Tripura National Volunteers (TNV),Unknown,2,1,0,,0,
1985,2,5,India,Unknown,Bhrigudas Bari,,,5,1,Unknown,Private Citizens & Property,Tripura National Volunteers (TNV),Unknown,0,0,1,1250,0,
1985,2,5,India,Unknown,Madhaybrar,,,5,1,Assassination,Government (General),Tripura National Volunteers (TNV),Firearms,,,1,,0,
1985,3,24,India,Chandigarh,Chandigarh,30.733315,76.779418,1,1,Assassination,Government (General),Sikh Extremists,Unknown,1,0,0,,0,
1985,3,24,India,Chandigarh,Chandigarh,30.733315,76.779418,1,1,Assassination,Government (General),Sikh Extremists,Unknown,1,0,0,,0,
1985,4,8,India,Chandigarh,Chandigarh,30.733315,76.779418,1,1,Assassination,Police,Unknown,Unknown,1,0,0,,0,
1985,4,19,India,Punjab,Amritsar,31.633078,74.878288,1,0,Assassination,Government (General),Sikh Extremists,Firearms,1,0,0,,0,
1985,4,30,India,Chandigarh,Chandigarh,30.733315,76.779418,1,0,Bombing/Explosion,Religious Figures/Institutions,Sikh Extremists,Explosives,0,0,0,0,0,
1985,5,6,India,Punjab,Dhariwal,31.958504,75.323245,1,1,Assassination,Government (General),Sikh Extremists,Unknown,2,0,0,,0,
1985,5,7,India,Punjab,Bhatinda,30.210994,74.945474,1,1,Assassination,Police,Unknown,Unknown,1,0,0,,0,
1985,5,10,India,Uttar Pradesh,Unknown,26.846709,80.946159,4,1,Bombing/Explosion,Transportation,Sikh Extremists,Explosives,2,6,1,,0,
1985,5,10,India,Haryana,Hisar,29.149187,75.721653,1,1,Bombing/Explosion,Transportation,Unknown,Explosives,3,16,1,,0,
1985,5,10,India,Chandigarh,Chandigarh,30.733315,76.779418,1,1,Bombing/Explosion,Transportation,Sikh Extremists,Explosives,,,1,,0,
1985,5,11,India,Delhi,New Delhi,28.585836,77.153336,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,5,0,1,,0,
1985,5,11,India,Delhi,New Delhi,28.585836,77.153336,1,0,Bombing/Explosion,Government (General),Sikh Extremists,Explosives,0,0,0,0,0,
1985,5,16,India,Unknown,Unknown,,,5,0,Bombing/Explosion,Transportation,Unknown,Explosives,0,0,0,0,0,
1985,6,4,India,Punjab,Hoshiapur,31.534899,75.910571,1,1,Bombing/Explosion,Government (General),Unknown,Explosives,0,5,1,,0,
1985,6,4,India,Punjab,Patiala,30.34,76.38,1,0,Bombing/Explosion,Transportation,Unknown,Explosives,0,0,0,,0,
1985,6,4,India,Punjab,Gurdaspur,32.040763,75.401886,1,1,Unknown,Private Citizens & Property,Unknown,Unknown,0,0,1,,0,
1985,6,20,India,Uttar Pradesh,Meerut,28.984462,77.706414,1,1,Assassination,Government (General),Unknown,Unknown,1,0,0,,0,
1985,6,22,India,Gujarat,Ahmedabad,23.022505,72.571362,1,1,Bombing/Explosion,Unknown,Unknown,Explosives,0,10,1,,0,
1985,6,28,India,Manipur,Unknown,24.663717,93.906269,4,1,Bombing/Explosion,Transportation,Unknown,Explosives,0,0,1,,0,
1985,6,28,India,Manipur,Unknown,24.663717,93.906269,4,1,Bombing/Explosion,Transportation,Unknown,Explosives,0,0,1,,0,
1985,7,30,India,Punjab,Unknown,31.147131,75.341218,4,1,Armed Assault,Religious Figures/Institutions,Akali Dal Party,Melee,0,12,1,,0,
1985,8,17,India,Assam,Unknown,26.200605,92.937574,4,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,3,0,1,,0,
1985,8,20,India,Uttar Pradesh,Sherpur,25.569805,83.794681,1,1,Assassination,Government (General),Jarnail Khalsa,Firearms,2,3,0,,0,
1985,9,4,India,Delhi,New Delhi,28.585836,77.153336,1,1,Assassination,Government (General),Unknown,Unknown,2,0,0,,0,
1985,9,8,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Government (General),Unknown,Firearms,1,0,0,,0,
1985,9,22,India,Delhi,New Delhi,28.585836,77.153336,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,3,0,1,,0,
1985,9,23,India,Punjab,Batala,31.8186,75.2028,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,3,0,1,,0,
1985,10,21,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Government (General),Saffron Tigers,Firearms,2,0,0,,0,
1985,10,29,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Government (General),Unknown,Firearms,1,0,0,,0,
1985,11,8,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Private Citizens & Property,Unknown,Unknown,1,2,0,,0,
1985,11,8,India,Unknown,Unknown,,,5,1,Assassination,Police,Sikh Extremists,Unknown,1,1,0,,0,
1985,11,11,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Police,Sikh Extremists,Firearms,1,0,0,,0,
1985,11,22,India,Punjab,Unknown,31.147131,75.341218,4,1,Bombing/Explosion,Transportation,Sikh Extremists,Explosives,2,22,1,,0,
1985,11,27,India,Punjab,Amritsar,31.633078,74.878288,1,0,Assassination,Religious Figures/Institutions,Sikh Extremists,Firearms,1,1,0,,0,
1985,11,28,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Police,Sikh Extremists,Firearms,2,0,0,,0,
1986,1,6,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Business,Unknown,Unknown,1,0,0,,0,
1986,1,6,India,Punjab,Amritsar,31.633078,74.878288,1,1,Armed Assault,Government (Diplomatic),Unknown,Melee,1,0,0,,0,
1986,1,6,India,Punjab,Jalandhar district,31.326015,75.576183,3,1,Assassination,Unknown,Unknown,Unknown,2,2,0,,0,
1986,1,11,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,NGO,Unknown,Unknown,1,0,0,,0,
1986,1,29,India,Tamil Nadu,Thiruvaiyaru,10.886576,79.116748,1,1,Bombing/Explosion,Transportation,Kisar Liberation Movement,Explosives,0,0,1,,0,
1986,2,6,India,Punjab,Gumang Kalaveli,31.147131,75.341218,2,1,Assassination,Business,Unknown,Firearms,1,0,0,,0,
1986,2,8,India,Punjab,Gurdaspur,32.040763,75.401886,1,1,Bombing/Explosion,Business,Sikh Extremists,Explosives,0,0,1,,0,
1986,2,8,India,Punjab,Firozpur,30.954424,74.612085,1,1,Armed Assault,Business,Unknown,Firearms,2,1,1,,0,
1986,2,17,India,Punjab,Tarn Taran,31.448943,74.925262,1,1,Assassination,Government (General),Sikh Extremists,Unknown,1,0,0,,0,
1986,2,19,India,Punjab,Batala,31.8186,75.2028,1,1,Unknown,Private Citizens & Property,Sikh Extremists,Unknown,6,0,1,,0,
1986,3,6,India,Punjab,Kapurthala,31.37148,75.393681,1,1,Unknown,Private Citizens & Property,Sikh Extremists,Unknown,7,14,1,,0,
1986,3,6,India,Punjab,Amritsar,31.633078,74.878288,1,1,Armed Assault,Private Citizens & Property,Sikh Extremists,Unknown,6,3,1,,0,
1986,3,15,India,Punjab,Buttar,30.725768,75.275614,1,1,Armed Assault,Private Citizens & Property,Unknown,Firearms,2,2,1,,0,
1986,3,19,India,Punjab,Tarn Taran,31.448943,74.925262,1,1,Assassination,Police,Sikh Extremists,Firearms,1,0,0,,0,
1986,3,20,India,Delhi,Delhi,28.704059,77.10249,1,1,Assassination,Private Citizens & Property,Unknown,Explosives,0,0,1,,0,
1986,3,24,India,Punjab,Batala,31.8186,75.2028,1,1,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms,4,1,1,,0,
1986,3,25,India,Punjab,Tarn Taran,31.448943,74.925262,1,1,Assassination,Private Citizens & Property,Unknown,Unknown,2,0,0,,0,
1986,3,26,India,Punjab,Anandpur Sahib,31.234401,76.505465,1,1,Armed Assault,Private Citizens & Property,Sikh Extremists,Melee,7,29,1,,0,
1986,3,26,India,Punjab,Unknown,31.147131,75.341218,4,1,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms,8,0,1,,0,
1986,3,26,India,Andhra Pradesh,Anantapur,14.681888,77.600591,1,0,Assassination,Government (General),Sikh Extremists,Unknown,0,0,0,,0,
1986,3,27,India,Unknown,Gariala,,,5,1,Assassination,Government (General),Unknown,Firearms,2,0,0,,0,
1986,3,27,India,Punjab,Amritsar,31.633078,74.878288,1,1,Facility/Infrastructure Attack,Government (General),All India Sikh Students Federation (AISSF),Unknown,,,1,,0,
1986,3,28,India,Punjab,Ludhiana,30.898024,75.860077,1,1,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms,10,10,1,,0,
1986,3,29,India,Punjab,Unknown,31.147131,75.341218,4,1,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms,8,1,1,,0,
1986,3,29,India,Punjab,Jalandhar,31.326015,75.576183,1,1,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms,20,0,1,,0,
1986,4,5,India,Tripura,Unknown,23.940848,91.988153,4,1,Armed Assault,Private Citizens & Property,Tribal Separatists,Firearms,5,6,1,,0,
1986,4,5,India,Punjab,Jalandhar,31.326015,75.576183,1,1,Hostage Taking (Kidnapping),Government (General),Sikh Extremists,Firearms,5,4,1,,0,
1986,4,10,India,Punjab,Amritsar,31.633078,74.878288,1,1,Armed Assault,Transportation,Unknown,Firearms,2,0,1,,0,
1986,4,17,India,Punjab,Firozpur,30.954424,74.612085,1,1,Unknown,Police,Sikh Extremists,Unknown,0,0,1,,0,
1986,4,22,India,Karnataka,Rani Kere,14.321944,76.725556,2,0,Assassination,Religious Figures/Institutions,Unknown,Unknown,0,2,0,,0,
1986,4,28,India,Punjab,Amritsar,31.633078,74.878288,1,1,Assassination,Government (General),Sikh Extremists,Firearms,1,0,0,,0,
1986,5,6,India,Punjab,Amritsar,31.633078,74.878288,1,1,Armed Assault,Educational Institution,Sikh Extremists,Firearms,3,3,0,,0,
1986,5,29,India,Punjab,Amritsar,31.633078,74.878288,1,1,Assassination,Religious Figures/Institutions,Unknown,Unknown,1,0,0,,0,
1986,5,30,India,Punjab,Amritsar,31.633078,74.878288,1,1,Armed Assault,Religious Figures/Institutions,Sikh Extremists,Firearms,2,7,1,,0,
1986,6,2,India,Punjab,Fatehgarh Churian,31.864464,74.955923,1,1,Assassination,Government (General),Sikh Extremists,Unknown,1,0,0,,0,
1986,6,4,India,Punjab,Amritsar,31.633078,74.878288,1,1,Unknown,Business,All India Sikh Students Federation (AISSF),Unknown,1,7,1,,0,
1986,6,5,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Police,Unknown,Firearms,1,2,0,,0,
1986,6,6,India,Punjab,Chola Sahels,31.147131,75.341218,2,1,Armed Assault,Private Citizens & Property,Unknown,Firearms,3,2,1,,0,
1986,6,6,India,Manipur,Unknown,24.663717,93.906269,4,1,Bombing/Explosion,Police,Unknown,Explosives,2,6,1,,0,
1986,6,6,India,Punjab,Patiala,30.34,76.38,1,1,Assassination,Private Citizens & Property,Unknown,Firearms,1,0,0,,0,
1986,6,6,India,Punjab,Ludhiana,30.898024,75.860077,1,1,Assassination,Private Citizens & Property,Unknown,Firearms,1,0,0,,0,
1986,6,8,India,Punjab,Amritsar,31.633078,74.878288,1,1,Armed Assault,Religious Figures/Institutions,Sikh Extremists,Firearms,2,1,1,,0,
1986,6,8,India,Punjab,Unknown,31.147131,75.341218,4,1,Armed Assault,Private Citizens & Property,Unknown,Firearms,3,2,0,,0,
1986,6,8,India,Punjab,Amritsar,31.633078,74.878288,1,0,Assassination,Government (General),Sikh Extremists,Firearms,0,1,0,,0,
1986,6,20,India,Punjab,Amritsar,31.633078,74.878288,1,1,Armed Assault,Religious Figures/Institutions,Unknown,Firearms,5,0,1,,0,
1986,6,20,India,Punjab,Nakodar,31.127019,75.481773,1,1,Armed Assault,Private Citizens & Property,Sikh Extremists,Firearms,0,12,1,,0,
1986,6,20,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Police,Unknown,Unknown,1,0,0,,0,
1986,7,1,India,Punjab,Jalandhar,31.326015,75.576183,1,0,Assassination,Private Citizens & Property,Sikh Extremists,Unknown,1,2,0,,0,
1986,7,3,India,Punjab,Gulami Wala,31.040338,74.760291,1,1,Assassination,Private Citizens & Property,Sikh Extremists,Unknown,1,0,0,,0,
1986,7,15,India,Punjab,Unknown,31.147131,75.341218,4,1,Hostage Taking (Kidnapping),Police,Unknown,Unknown,2,0,1,,0,
1986,7,25,India,Punjab,Unknown,31.147131,75.341218,4,1,Armed Assault,Transportation,Sikh Extremists,Firearms,15,0,1,,0,
1986,7,27,India,Punjab,Unknown,31.147131,75.341218,4,1,Armed Assault,Private Citizens & Property,Sikh Extremists,Melee,2,0,1,,0,
1986,7,30,India,Punjab,Unknown,31.147131,75.341218,4,1,Assassination,Government (General),Unknown,Firearms,1,0,0,,0,
